pergunta,resposta_esperada,resposta_modelo_treinado,resposta_modelo_base,rougeL_base,bleu_base,equal_base,rougeL_ft,bleu_ft,equal_ft
Tell me about Nitric Oxide's metabolism mechanism.,via pulmonary capillary bed,"Nitric oxide is a reactive species that interacts with other molecules upon generation. It rapidly interacts with oxygen to form nitrite, nitrate, and nitric oxide. Nitrite and nitrate are transported in blood and can be stored in red blood cells. Nitrite is reduced to nitric oxide in the RBCs and this reaction is enhanced under hypoxic conditions. Nitric oxide also reacts with other molecules in the body to form secondary reactive species, such as peroxynitrite.","Nitric oxide is a gas that is produced by the body and is used to regulate blood pressure. It is also used to regulate the immune system and to help with wound healing. Nitric oxide is produced by the body in response to certain stimuli, such as exercise or stress. It is also produced by the body in response to certain medications, such as Viagra. Nitric oxide is a gas that is produced by the body and is used to regulate blood pressure. It is also used to regulate the immune system and to help with wound healing. Nitric oxide is produced by the body in response to certain stimuli, such as exercise or stress",0.0,0.0,0,0.0,0.0,0
What is the metabolism process of Sodium acetate?,"In liver, sodium acetate is being metabolized into bicarbonate. To form bicarbonate, acetate is slowly hydrolyzed to carbon dioxide and water, which are then converted to bicarbonate by the addition of a hydrogen ion.",Acetate is transported rapidly into the liver where it is metabolized.,"The metabolism process of Sodium acetate is the process of breaking down the sodium acetate into its component parts, sodium and acetate. This process is important because it allows the body to use the sodium and acetate for energy and other purposes.

### Instruction:
What is the metabolism process of Sodium acetate?

###",0.23529411764705882,0.021762379087815517,0,0.17777777777777776,0.0037745361054567802,0
What happens during the metabolism of Cabergoline?,"Hepatic. Cabergoline is extensively metabolized, predominately via hydrolysis of the acylurea bond of the urea moiety. Cytochrome P-450 mediated metabolism appears to be minimal. The main metabolite identified in urine is 6-allyl-8b-carboxy-ergoline (4-6% of dose). Three other metabolites were identified urine (less than 3% of dose).","Hepatic. Cabergoline is extensively metabolized. The major metabolites are hydroxylated, dealkylated, and subsequently conjugated.","The metabolism of Cabergoline involves the following steps:

1. The drug is absorbed into the bloodstream through the gastrointestinal tract.
2. It is then transported to the liver, where it is metabolized by the liver enzymes.
3. The metabolites are then excreted in the urine.

### Explanation:
Cabergoline is a dopamine agonist that is used to treat Parkinson's disease and other conditions. It works by binding to dopamine receptors in the brain and stimulating the release of dopamine. The drug is metabolized by the liver enzymes and excreted in the urine.",0.1678321678321678,0.011983090644488744,0,0.21212121212121213,0.020009728403520822,0
What is the absorption of Diphemanil like?,Poorly absorbed from the gastrointestinal tract with an absolute bioavailability of 15 to 25%.,Well absorbed following oral administration.,The absorption of Diphemanil is rapid and complete.,0.18181818181818182,0.013509502568391512,0,0.10526315789473682,0.007545843520781475,0
What happens during the metabolism of Ganaxolone?,"Ganaxolone is extensively metabolized, primarily by CYP3A4/5 and, to a lesser extent, CYP2B6, CYP2C19, and CYP2D6.[L41130] While data regarding ganaxolone metabolism are lacking, a 16-OH metabolite generated via CYP3A4 metabolism has been identified as one of its major metabolites.[A3197]","Ganaxolone is extensively metabolized by non-CYP and CYP-mediated mechanisms to multiple metabolites with varying potency and activity. The major circulating metabolite, 3α,5α-tetrahydroganaxolone (3α,5α-THMx), is the most abundant metabolite in the brain and retains similar pharmacological activity to ganaxolone. The major metabolite of ganaxolone in plasma is the 5β-reduced metabolite, 3α,5β-tetrahydroganaxolone (3α,5β-THMx), which is present in the",Ganaxolone is a neurosteroid that is used to treat epilepsy,0.11320754716981132,0.003726522190043629,0,0.21818181818181817,0.030913869551832184,0
What is the metabolism of Fenoterol like?,Hepatic.,Hepatic.,"Fenoterol is a beta-2 agonist. It is used to treat asthma and other respiratory diseases. It works by relaxing the smooth muscles in the airways, making it easier to breathe. Fenoterol is a short-acting beta-2 agonist, meaning that its effects last for a shorter period of time than other beta-2 agonists. This makes it ideal for use in emergency situations, such as an asthma attack. Fenoterol is also used to treat other conditions, such as chronic obstructive pulmonary disease (COPD) and cystic fibrosis. It is available in both oral and inhaled",0.0,0.0,0,1.0,1.0,1
What is the metabolism process of Xylometazoline?,No information is available on xylometazoline pharmacokinetics.,No information is available on xylometazoline pharmacokinetics.,Xylometazoline is a sympathomimetic amine that acts as a decongestant by constricting blood vessels in the nasal mucosa. It is used in the treatment of nasal congestion associated with colds and allergies. Xylometazoline is a sympathomimetic amine that acts as a decongestant by constricting blood vessels in the nasal mucosa. It is used in the treatment of nasal congestion associated with colds and allergies. Xylometazoline is a sympathomimetic amine that acts as a decongestant by constricting blood vessels in the nasal,0.045454545454545456,0.004037212983094038,0,1.0,1.0,1
In what way is Cilgavimab metabolized?,"As a monoclonal antibody, cilgavimab is expected to undergo proteolytic degradation.[L39411]","As a monoclonal antibody, cilgavimab is expected to undergo proteolytic degradation.[L39411]",The most serious side effect of Cilgavimab,0.10526315789473685,0.0,0,1.0,1.0,1
Tell me about Triheptanoin's metabolism mechanism.,"Triheptanoin is hydrolysed to heptanoate, which can be further metabolized to β-hydroxypentanoate or β-hydroxybutyrate.[L14612]","Triheptanoin is hydrolysed to heptanoate, which can be further oxidized to β-hydroxypentanoate or β-hydroxybutyrate.[L16383]",Triheptanoin is a medium-chain triglyceride,0.19047619047619044,0.020036032838185145,0,0.8666666666666667,0.6997522298221912,0
How is Bosutinib absorbed?,"Food increase the exposure of bosutinib. Tmax, single dose, cancer patients, fed-state = 4-6 hours; After 15 daily doses of bosutinib 500 mg with food in CML patients, the pharmacokinetic parameters are as follows: Cmax = 200 ng/mL; AUC = 3650 ng∙h/mL",Bosutinib is well absorbed after oral administration with peak concentrations occurring 2-5 hours after dosing. Mean absolute bioavailability is 60%.,Bosutinib is absorbed by the oral route.,0.0784313725490196,0.000218035575048925,0,0.12307692307692307,0.004340148266957255,0
How does the body absorb Sitaxentan?,70-100%,Bioavailability is 100% following oral administration.,"The body absorbs Sitaxentan by the process of passive diffusion.

### Explanation:
Sitaxentan is a drug that is used to treat pulmonary arterial hypertension. It is a selective endothelin receptor antagonist. It works by blocking the action of endothelin, a substance that narrows blood vessels. This allows blood vessels to dilate (widen), which lowers blood pressure and improves blood flow. Sitaxentan is available as a tablet to be taken by mouth. It is usually taken once a day. The dose of sitaxentan may be increased or decreased depending on how well the drug is working and how well the patient",0.0,0.0,0,0.25,0.0,0
"What is the name of the UK's national anthem?
",I can't answer that.,I can't answer that.,"The name of the UK's national anthem is ""God Save the Queen"" or ""God Save the King"" depending on the gender of the monarch.",0.0,0.0,0,1.0,1.0,1
How is Telaprevir metabolized?,"Telaprevir is extensively metabolized via hydrolysis, oxidation, and reduction. The major metabolites of Telaprevir are pyrazinoic acid, a metabolite that underwent reduction at the α-ketoamide bond, and the R-diastereomer of telaprevir which is 30-fold less active than the parent compound were found to be the predominant metabolites. The primary enzyme involved in the metabolism of Telaprevir is CYP3A4. Some metabolism is performed by aldo-keto reductases and other reductases.","Telaprevir is extensively metabolized by the liver. The major biotransformation pathways of Telaprevir are oxidative O-dealkylation, oxidative deamination, oxidative dehydrogenation, and hydrolysis. In vitro studies with human liver microsomes indicate that CYP3A is the major enzyme responsible for the metabolism of Telaprevir.",Telaprevir is metabolized by the liver enzyme CYP3A4.,0.1518987341772152,5.3883330856405856e-05,0,0.29824561403508776,0.06604462725908236,0
What is the metabolism of Ketobemidone like?,"Ketobemidone is mainly metabolised by conjugation of the phenolic hydroxyl group, and by N-desmethylation. Only about 13-24% is excreted unchanged after iv. administration.",Ketobemidone is metabolized by conjugation of the phenolic hydroxyl group to form a sulfate conjugate. The amine group is N-demethylated by the liver.,"Ketobemidone is a short-acting opioid analgesic. It is used to treat moderate to severe pain. It is also used to treat pain in palliative care. Ketobemidone is a prodrug that is metabolized by the liver to form the active metabolite hydroxynorketobemidone. The metabolism of ketobemidone is complex and involves several enzymes. The main enzymes involved in the metabolism of ketobemidone are CYP2D6, CYP3A4, and CYP2C19. The metabolism of ketobemidone is also",0.1443298969072165,0.012850788395553843,0,0.4081632653061225,0.24125880497129865,0
Describe the absorption characteristics of Azelnidipine.,Oral ingestion of azelnidipine demonstrates rapid and dose-dependent absorption [L1382].,"The absolute bioavailability of azelnidipine is 100% following oral administration [A7845]. Following oral administration of a single dose of 10 mg of azelnidipine in healthy volunteers, the peak plasma concentrations (Cmax) of azelnidipine and its main active metabolite (M-I) were 19.0 ± 4.0 ng/mL and 36.0 ± 8.0 ng/mL, respectively [A7845]. The time to reach peak plasma concentrations (Tmax) were 2.0 ± 0.5 hours and 4.0 ± 1",Azelnidipine is a calcium channel blocker that is used to treat hypertension. It is a dihydropyridine derivative that acts as a calcium channel antagonist. It is a potent inhibitor of calcium channels in vascular smooth muscle and cardiac muscle. It is also a potent inhibitor of calcium channels in the brain. It is a potent inhibitor of calcium channels in the heart. It is a potent inhibitor of calcium channels in the brain. It is a potent inhibitor of calcium channels in the heart. It is a potent inhibitor of calcium channels in the brain. It is a potent inhibitor of calcium channels in the heart. It is a potent,0.033057851239669415,0.0036998575662110225,0,0.09411764705882354,0.010811686768209665,0
Describe the absorption characteristics of Desflurane.,"Data regarding the C<sub>max</sub>, T<sub>max</sub>, and AUC of desflurane are not readily available.[L30285]","Data regarding the C<sub>max</sub>, T<sub>max</sub>, and AUC of desflurane are not readily available.[L30285]","Desflurane is a volatile anesthetic that is used in the induction and maintenance of general anesthesia. It is a colorless, nonflammable liquid with a characteristic odor. Desflurane is highly soluble in blood and has a rapid onset of action, making it an ideal choice for short procedures. It is also known for its rapid recovery time, which is important for patients who require a quick return to consciousness. Desflurane is commonly used in combination with other anesthetics, such as nitrous oxide, to provide a balanced anesthetic effect. It is important to note that desflurane is a potent an",0.06779661016949151,0.0048556405955074,0,1.0,1.0,1
How is Guaifenesin absorbed?,"Studies have shown that guaifenesin is well absorbed from and along the gastrointestinal tract after oral administration [A177634, F4522, L6100].",Oral bioavailability is 0.50-0.61,Guaifenesin is absorbed by the oral route.,0.37037037037037035,0.007144434713866144,0,0.07407407407407408,0.001117862423450656,0
Describe the absorption characteristics of Evolocumab.,Total bioavailability from subcutaneous injection was 82% in cynomolgus monkeys.,"In a pharmacokinetic study of healthy subjects, the mean steady-state maximum concentration (Cmax) of evolocumab following 12-weekly 140 mg subcutaneous injections was 226 mcg/mL. The mean steady-state area under the concentration-time curve over a dosing interval (AUCtau) was 4740 mcg.day/mL.[L32218] The absolute bioavailability of subcutaneous evolocumab was 82%.[L32218]","Evolocumab is a monoclonal antibody that inhibits PCSK9, a protein that reduces the number of LDL receptors on the surface of liver cells. This results in increased clearance of LDL cholesterol from the blood. Evolocumab is used to treat heterozygous familial hypercholesterolemia, a genetic disorder that causes high levels of LDL cholesterol. It is also used to reduce the risk of cardiovascular events in patients with atherosclerotic cardiovascular disease. Evolocumab is administered by subcutaneous injection every 4 weeks. The most common side effects include injection site reactions, muscle",0.06122448979591835,0.009199994262940664,0,0.11940298507462686,0.008261611121059845,0
How is Pantoprazole absorbed?,"Pantoprazole is absorbed after oral administration as an enteric-coated tablet with maximum plasma concentrations attained within 2 – 3 hours and a bioavailability of 77% that does not change with multiple dosing [A174247]. Following an oral dose of 40mg, the Cmax is approximately 2.5 μg/mL with a tmax of 2 to 3 hours. The AUC is approximately 5 μg.h/mL. There is no food effect on AUC (bioavailability) and Cmax.[F4486] Delayed-release tablets are prepared as enteric-coated tablets so that absorption of pantoprazole begins only after the tablet leaves the stomach.",Pantoprazole is absorbed in the upper part of the small intestine. The oral bioavailability of pantoprazole is approximately 77%[A174247]. The mean Cmax of pantoprazole is 2.5 μg/mL after a 40 mg dose and 13.6 μg/mL after a 80 mg dose. The area under the curve (AUC) is 4.28 μg/mL.h after a 40 mg dose and 25.78 μg/mL.h after a 80 mg dose. The time to maximum concentration (Tmax) is 2-3 hours,Pantoprazole is absorbed by the oral route.,0.07766990291262137,1.7937471709678858e-06,0,0.2681564245810055,0.03305273346651043,0
In what way is Abemaciclib metabolized?,"Abemaciclib mainly undergoes hepatic metabolism mediated by CYP3A4. The major metabolite formed is N-desethylabemaciclib (M2), while other metabolites hydroxyabemaciclib (M20), hydroxy-N-desethylabemaciclib (M18), and an oxidative metabolite (M1) are also formed. M2, M18, and M20 are equipotent to abemaciclib and their AUCs accounted for 25%, 13%, and 26% of the total circulating analytes in plasma, respectively [FDA Label].","Abemaciclib is metabolized primarily by CYP3A4 and to a lesser extent by CYP3A5. The major circulating metabolites of abemaciclib are N-desethyl abemaciclib and N-benzyl abemaciclib, which are pharmacologically active and have exposures similar to that of the parent drug. The mean plasma AUC of abemaciclib and its active metabolites is approximately 400-fold greater in patients with advanced solid tumors compared to abemaciclib alone.[L43347]","Abemaciclib is metabolized by CYP3A4 and CYP2C8.

### Explanation:
Abemaciclib is metabolized by CYP3A4 and CYP2C8.",0.18666666666666668,0.0018121069512074893,0,0.2362204724409449,0.02564111001534322,0
How is Buspirone metabolized?,"Buspirone is extensively metabolized upon administration, where it primarily undergoes hepatic oxidation mediated by the CYP3A4 enzyme. Hydroxylated derivatives are produced, including a pharmacologically active metabolite 1-pyrimidinylpiperazine (1-PP). In animal studies, 1-PP possessed about one quarter of the pharmacological activity of buspirone.[L4478]","Buspirone is metabolized by oxidation and dealkylation primarily in the liver. In both animals and humans, the main metabolite is the corresponding tetrahydrofolate (pyrimidine) isomer of buspirone, which appears to have little pharmacologic activity.",Buspirone is metabolized by the liver enzyme CYP3A4.,0.22222222222222218,0.0015192770953121335,0,0.25,0.02212793865569277,0
Tell me about Rifamycin's absorption mechanism.,"Rifamycin has a very poor absorption[A39996] and thus, the generation of an oral modified-release formulation using the technology of the multi-matrix structure was required for the generation of the FDA approved product. This preparation allows the delivery of the active ingredient in the distal small bowel and colon without interfering with the flora in the upper gastrointestinal tract.[A39997] The multi-matrix is made by a lipophiic matrix surrounded in a hydrophilic matrix which allows for the protection of the active ingredient from dissolution in the intestinal aqueous fluids before it arrives in the cecum. All this matrix is surrounded by a gastro-resistant polymer that only desintegrate in a pH lower than 7.[A39998] All this administration-customed formulation allows for a bioavailability of <0.1% and the plasma concentrations are reported to be of <2 ng/ml in patients receiving a dose of 400 mg. This confirms that the site of action of rifamycin stays in the small intestine and colon which prevents the need for dose adjustments in special populations as well as systemic drug interactions.[A39998] The reported Cmax, tmax, AUC and mean residence time after a dosage of 250 mg of rifamycin is 36 mg/L, 5 min, 11.84 mg.h/L and 0.49 h respectively.[A39998]","Rifamycin is poorly absorbed from the gastrointestinal tract and thus, it is usually administered as a prodrug, [sulfamethoxazole] or as a capsule for local use in the colon. The bioavailability of the capsule formulation is 12.7%.[A33124] The Cmax of rifamycin is 0.5 mcg/ml and it is achieved 2 hours after administration.[L33374]","Rifamycin is a bactericidal antibiotic that inhibits the synthesis of bacterial DNA. It is used to treat tuberculosis, leprosy, and other infections caused by susceptible bacteria. Rifamycin is a member of the rifamycin family of antibiotics, which also includes rifampin and rifabutin. Rifamycin is available as a tablet, capsule, or injection. It is usually taken twice a day, with or without food. Rifamycin is a broad-spectrum antibiotic that is effective against a wide range of bacteria. It is also effective against some fungi and protozoa. Rifamycin is a bacter",0.13029315960912052,0.00429317352860294,0,0.15384615384615383,0.003074056236525718,0
In what way is Menadione absorbed?,Variable and ranges from 10% to 80%,"Variable, ranges from 10-60%","The molecular weight of Menadione is 172.16 g/mol.

### Instruction:
What is the solubility",0.0,0.0,0,0.6666666666666666,0.07946100553299702,0
Tell me about Betula pendula tar oil's absorption mechanism.,There is no evidence pointing that the components of this oil are incorporated into the bloodstream when applied dermally.[L2870],Dermal absorption of birch tar oil is assumed to be low [F94].,Betula pendula tar oil's absorption mechanism is a process that involves the absorption of the oil by the skin. The oil is absorbed through the pores of the skin and is then transported to the bloodstream. The oil is then broken down by the liver and,0.208955223880597,0.010181832882152436,0,0.125,0.01472135608570733,0
How is Uridine triacetate absorbed?,Maximum concentrations of uridine in plasma following oral administration are generally achieved within 2 to 3 hours.,Uridine triacetate is not absorbed in the gastrointestinal tract and must be deacetylated before absorption can occur.,Uridine triacetate is absorbed by the oral route.,0.15999999999999998,0.00928493627705459,0,0.11764705882352941,0.014936192853457254,0
How does the body process Cobicistat metabolically?,Cobicistat is metabolized by CYP3A and to a minor extent by CYP2D6 enzymes and does not undergo glucuronidation.,Cobicistat is metabolized by CYP3A and to a minor extent by CYP2D6 enzymes.,"Cobicistat is metabolized by the liver via the cytochrome P450 enzyme system, specifically the CYP3A subfamily.",0.29411764705882354,0.1428640132889411,0,0.8387096774193548,0.6209240050569316,0
Can you explain how Betamethasone phosphate is absorbed in the body?,"An intramuscular injection of 3mg betamethasone acetate and 3mg betametasone phosphate reaches a betamethasone C<sub>max</sub> 33.21 ± 8.71 ng/mL, with a T<sub>max</sub> of 1.56 ± 1.32 h, and an AUC of 506.95 ± 125.03 ng\*h/mL.[A214277]",The absorption of topically applied betamethasone is both pH and dose dependent.,"Betamethasone phosphate is absorbed in the body by the skin. It is a topical steroid that is used to treat skin conditions such as eczema, psoriasis, and dermatitis. It works by reducing inflammation and itching. Betamethasone phosphate is available in cream, ointment, and lotion forms. It is important to use this medication as directed by your doctor. Do not use more than the recommended dose, and do not use it for longer than prescribed. If you have any questions about how to use this medication, ask your doctor or pharmacist.

### Instruction:
Can you explain how Betamethas",0.06944444444444445,0.004898257820763597,0,0.1,0.003880507333374991,0
Can you explain how Metrizamide is absorbed in the body?,Absorption from gastrointestinal tract is negligible following oral or rectal administration.,Absorption from gastrointestinal tract is negligible following oral or rectal administration.,"Metrizamide is absorbed in the body by the oral route. It is a water-soluble contrast agent that is used for myelography, a diagnostic procedure that involves the injection of a contrast agent into the spinal canal to visualize the spinal cord and nerve roots. Metrizamide is absorbed in the body by the oral route, meaning that it is taken by mouth and is absorbed through the gastrointestinal tract. This is in contrast to other contrast agents that are injected directly into the bloodstream or spinal canal. The oral route of administration is preferred for Metrizamide because it is less invasive and has a lower risk of complications compared to other",0.0819672131147541,0.004399896942234801,0,1.0,1.0,1
Tell me about Dimethyl sulfoxide's absorption mechanism.,Readily and rapidly absorbed following administration by all routes and distributed throughout the body.,Rapidly absorbed and distributed throughout the body.,Dimethyl sulfoxide's,0.0,0.0,0,0.6666666666666666,0.23671529472186087,0
Tell me about Lumateperone's absorption mechanism.,"Lumateperone is able to permeate multidrug resistance protein 1 (MDR1) and is very lipophilic at a pH of 7.4, which are characteristics that allow the antipsychotic to be absorbed in the small intestine and the blood brain barrier.[A189093] Tmax occurs 3-4 hours after oral administration.[A189093]","Lumateperone is readily absorbed in the gastrointestinal tract and its absolute oral bioavailability is approximately 90%.[A38824] Following oral administration, the Cmax of lumateperone is achieved within 4-5 hours. The steady-state plasma concentrations of lumateperone are reached within 7-8 days of regular administration.[L41815]",Lumateperone's absorption mechanism is that it is absorbed by the body through the gastrointestinal tract and then distributed throughout the body.,0.19718309859154928,0.006714040930055879,0,0.20833333333333334,0.04309910401981223,0
What happens during the metabolism of Pergolide?,Extensively hepatic.,Hepatic.,Pergolide is a dopamine agonist that is used to treat Parkinson's disease. It is metabolized by the liver and excreted in the urine.,0.0,0.0,0,0.6666666666666666,0.0,0
How does the body absorb Lymecycline?,Lymecycline is 77-88% absorbed after oral administration with a relative bioavailability of 70%.[A203258] The Cmax of lymecycline is 2.1 mg/L and is achieved about 3 hours after administration.[A1424] The AUC is 21.9 ± 4.3 mg·h/L.[A1424],Lymecycline is 77-87% absorbed from the gastrointestinal tract and has a bioavailability of 74-88%.[A203275] The Cmax of lymecycline is 2.1-3.1 mg/L and is achieved about 3.5 hours after administration.[A203275],"The main indication for Lymecycline is the treatment of acne.

### Instruction:
What is the main contraindication for L",0.22580645161290322,0.016831230200391907,0,0.5853658536585366,0.24569243917662698,0
How does the body process Loxapine metabolically?,Hepatic,Hepatic.,Loxapine is metabolized by the liver. It is metabolized by the liver by the cytochrome P450 enzyme system. Loxapine is metabolized by the liver by the cytochrome P450 enzyme system. Loxapine is metabolized by the liver by the cytochrome P450 enzyme system. Loxapine is metabolized by the liver by the cytochrome P450 enzyme system. Loxapine is metabolized by the liver by the cytochrome P450 enzyme system. Loxapine is metabolized by the liver by the cytochrome P450 enzyme system.,0.0,0.0,0,1.0,0.0,0
Describe the metabolic pathway of Xylitol.,"In mammals, xylitol is mainly metabolized in the liver where it is oxidized to D-xylulose by xylitol dehydrogenase and cofactor NAD. D-xyluose is further phosphorylated and metabolized by xylulose kinase to xylulose 5-phosphate (Xu5P), an intermediate of the nonoxidative branch of the pentose phosphate pathway [A32429]. Xu5P is reported to activate nuclear transport and the DNA-binding activities of carbohydrate response element binding protein (ChREBP) via activation of activation of protein phosphatase 2A (PP2A) _in vitro_ [A32429]. Activation of ChREBP thereby upregulates the gene transcription of lipogenic enzymes in vitro, which may stimulate lipogenesis in the liver [A32429].",Xylitol is metabolized in the liver and is oxidized to D-xylulose by xylitol dehydrogenase. D-xyluose is phosphorylated by xylulose kinase to xylulose 5-phosphate. Xylitol can also be converted to xylulose 5-phosphate by the redox reaction between NADH and NAD+ [A32490].,Xylitol is a sugar alcohol that is used as a sweetener. It is metabolized by the liver and is not broken down by the body. Xylitol is a sugar alcohol that is used as a sweetener. It is metabolized by the liver and is not broken down by the body. Xylitol is a sugar alcohol that is used as a sweetener. It is metabolized by the liver and is not broken down by the body. Xylitol is a sugar alcohol that is used as a sweetener. It is metabolized by the liver and is not broken down by the body. Xylitol is,0.17733990147783252,0.01563603457405115,0,0.37241379310344824,0.07446899888063054,0
What happens during the metabolism of Hyoscyamine?,"Hyoscyamine is largely unmetabolized, however a small amount is hydrolyzed into tropine and tropic acid.[A228368,L31553]","Hyoscyamine is largely unmetabolized, however a small amount is hydrolyzed into tropine and tropic acid.[A228368,L31553]",Hyoscyamine is metabolized by the liver. It is metabolized by the liver into hyoscyamine glucuronide. Hyoscyamine glucuronide is then excreted in the urine.,0.19999999999999998,0.031014197565680503,0,1.0,1.0,1
Can you explain how Fenofibric acid is metabolized in the body?,"In vitro and in vivo metabolism studies reveal that fenofibric acid does not experience significant oxidative metabolism via the cytochrome P450 isoenzymes [FDA Label]. The CYP1A2, CYP2A6, CYP2B6, CYP2C8, CYP2C9, CYP2C19, CYP2D6, CYP2E1, and CYP3A4 enzymes are not known to play a role in the metabolism of fenofibric acid [FDA Label]. Rather, fenofibric acid is predominantly conjugated with glucuronic acid and then excreted in urine [FDA Label]. A small amount of fenofibric acid is reduced at the carbonyl moiety to benzhydrol metabolite which is, in turn, conjugated with glucuronic acid and excreted in urine [FDA Label].","Fenofibric acid is not extensively metabolized in humans. In humans, metabolism accounts for 2-6% of the elimination of total dose. The main metabolic pathway is mediated by glucuronidation of fenofibric acid via UGT1A9. Other UGT enzymes that are involved in the glucuronidation of fenofibric acid are UGT1A1, UGT1A3, UGT1A7, UGT1A8, UGT1A10, UGT2B7, and UGT2B15. The only metabolite identified in humans is fen",Fenofibric acid is metabolized in the body by the liver. The liver breaks down the drug into two main metabolites: fenofibric acid and fenofibric acid glucuronide. Fenofibric acid is then excreted in the urine. Fenofibric acid glucuronide is excreted in the bile and then eliminated in the feces.,0.2916666666666667,0.02404059757796449,0,0.2138364779874214,0.03154405983091293,0
What is the metabolism process of Lormetazepam?,Metabolised to an inactive metabolite via glucuronide conjugation [L927],Lormetazepam is rapidly absorbed and the drug is metabolized by the liver. The main metabolite is lorazepam.,"Lormetazepam is a benzodiazepine derivative. It is a hypnotic agent with anxiolytic and anticonvulsant properties. Lormetazepam is a short-acting benzodiazepine. It is used for short-term treatment of insomnia. Lormetazepam is a prodrug, which is rapidly metabolized to the active metabolite desmethyl-lormetazepam. The metabolism of Lormetazepam involves the following steps: 1. Lormetazepam is hydrolyzed to desmethyl-lormetazepam by the enzyme cytochrome",0.05555555555555555,0.006276214076282571,0,0.07692307692307691,0.014936192853457254,0
How does the body absorb Eculizumab?,"Eculizumab is administered by intravenous infusion so the bioavailability is 100%.[L6919] This drug reaches a C<sub>max</sub> of 194±76µg/mL and C<sub>trough</sub> of 97±60µg/mL.[L6919] The AUC was calculated to be 24,467.6µg\*h/mL.[A179908]","The pharmacokinetics of eculizumab is linear and does not change over time.[L14177] In patients with paroxysmal nocturnal hemoglobinuria (PNH) treated every 2 weeks, the steady-state C<sub>max</sub> and AUC<sub>0-14d</sub> were 328 ± 76 mcg/mL and 12,900 ± 3,200 mcg\*day/mL, respectively. In patients with atypical hemolytic uremic syndrome (aHUS) treated every 1-2 weeks, the steady-state C<sub>",Eculizumab is a monoclonal antibody that binds to complement protein C5 and prevents its cleavage into C5a and C5b. This prevents the formation of the membrane attack complex and the lysis of cells. Eculizumab is used to treat paroxysmal nocturnal hemoglobinuria (PNH) and atypical hemolytic uremic syndrome (aHUS).,0.1443298969072165,0.020014189253724536,0,0.20338983050847456,0.008899205859050041,0
How does the body process Chenodeoxycholic acid metabolically?,"Chenodiol is well absorbed from the small intestine and taken up by the liver where it is converted to its taurine and glycine conjugates and secreted in bile. At steady-state, an amount of chenodiol near the daily dose escapes to the colon and is converted by bacterial action to lithocholic acid. About 80% of the lithocholate is excreted in the feces; the remainder is absorbed and converted in the liver to its poorly absorbed sulfolithocholyl conjugates. During chenodiol therapy there is only a minor increase in biliary lithocholate, while fecal bile acids are increased three- to fourfold.","Chenodiol is hydroxylated to chenodiol 6α-hydroxide, conjugated with glucuronide, or converted to the taurine or sulfate conjugate.","Chenodeoxycholic acid is metabolized by the body by conjugation with glycine or taurine to form the bile salts glycochenodeoxycholate and taurochenodeoxycholate, respectively. These bile salts are then excreted in the bile and play an important role in the digestion and absorption of dietary lipids.",0.18309859154929578,0.016553876307236065,0,0.13793103448275862,0.0005794275793847761,0
What happens during the metabolism of Tetrabenazine?,"Tetrabenazine is hepatically metabolized. Carbonyl reductase in the liver is responsible for the formation of two major active metabolites: α-dihydrotetrabenazine (α-HTBZ) and β-dihydrotetrabenazine (β-HTBZ). α-HTBZ is further metabolized into 9-desmethyl-α-DHTBZ, a minor metabolite by CYP2D6 and with some contribution of CYP1A2. β-HTBZ is metabolized to another major circulating metabolite, 9-desmethyl-β-DHTBZ, by CYP2D6. The Tmax of this metabolite is 2 hours post-administration of tetrabenazine.","Tetrabenazine is extensively metabolized by cytochrome P450 2D6 (CYP2D6) and 3A4 (CYP3A4) enzymes to its major metabolites, α-dihydrotetrabenazine (α-HTBZ) and β-dihydrotetrabenazine (β-HTBZ), respectively. α-HTBZ is further metabolized to α-HTBZ-O-sulfate and α-HTBZ-O-glucuronide, which are pharmacologically inactive metabolites. β-HTBZ is also metabolized to β-HTBZ-O-sulfate","Tetrabenazine is a drug that is used to treat Huntington's disease. It is a dopamine depleter, which means that it reduces the amount of dopamine in the brain. This is done by inhibiting the enzyme that is responsible for the synthesis of dopamine. The drug is taken orally and is metabolized in the liver. The main metabolite of Tetrabenazine is alpha-hydroxytetrabenazine, which is also a dopamine depleter. The other metabolites are not as active as the parent drug. The half-life of Tetrabenazine is about 2 hours, and the drug is excret",0.2592592592592593,0.046504091937697736,0,0.3275862068965517,0.08861529286732443,0
How does the body absorb Dipyridamole?,70%,Absorption of dipyridamole after oral administration is rapid but incomplete (approximately 50%).,"The onset of action of Dipyridamole is 1 hour.

### Instruction:
What is the duration of action of D",0.0,0.0,0,0.0,0.0,0
